author,female,source
w24555.1,0,1
w24557.2,1,1
w24559.2,1,1
w24559.3,1,1
w24560.1,0,1
w24560.2,0,1
w24561.1,0,1
w24565.3,0,1
w24566.1,1,1
w24566.3,1,0
w24567.2,0,1
w24569.1,0,1
w24569.2,0,1
w24569.4,1,1
w24571.1,0,1
w24577.1,0,1
w24577.4,0,1
w24578.1,0,1
w24579.1,1,1
w24580.1,0,1
w24580.3,0,1
w24580.4,0,1
w24581.1,1,1
w24583.1,1,0
w24583.2,0,1
w24583.3,0,1
w24583.4,1,0
w24583.5,1,0
w24583.6,0,0
w24583.7,1,0
w24586.5,1,0
w24587.1,0,1
w24588.1,1,1
w24588.2,1,0
w24588.3,1,1
w24589.1,0,1
w24589.2,0,1
w24590.1,1,1
w24590.2,1,1
w24591.1,0,1
w24591.2,0,1
w24598.1,0,1
w24598.3,0,1
w24599.3,0,1
w24599.5,0,0
w24602.2,0,1
w24602.3,0,1
w24602.4,0,1
w24602.5,0,1
w24607.3,1,1
w24608.1,0,1
w24611.1,0,0
w24617.3,1,1
w24618.1,0,1
w24623.3,1,1
w24625.1,0,1
w24627.2,0,1
w24628.2,0,0
w24631.2,1,0
w24633.4,1,2
w24634.2,1,1
w24634.3,0,1
w24638.2,0,1
w24642.1,0,1
w24642.2,0,1
w24645.1,1,1
w24645.4,0,1
w24645.7,0,1
w24645.8,1,1
w24646.2,0,0
w24650.1,1,0
w24651.3,0,1
w24651.4,1,1
w24654.3,1,0
w24655.1,0,1
w24659.2,1,1
w24659.3,0,1
w24660.3,0,1
w24662.2,1,1
w24664.1,0,1
w24664.3,0,0
w24665.1,0,1
w24665.2,0,1
w24670.2,0,0
w24670.3,0,2
w24670.4,0,0
w24670.6,0,2
w24671.2,-1,0
w24674.1,1,1
w24674.3,0,1
w24676.1,1,0
w24676.3,1,2
w24677.2,0,1
w24679.3,0,1
w24680.2,0,0
w24685.2,0,1
w24688.1,0,0
w24688.2,0,0
w24689.1,0,1
w24694.2,0,1
w24696.1,1,0
w24697.1,0,1
w24697.3,1,1
w24698.2,0,1
w24699.1,0,1
w24699.3,0,1
w24701.2,0,0
w24701.3,0,1
w24704.2,1,1
w24704.4,1,1
w24706.1,0,0
w24708.2,0,1
w24708.3,0,1
w24712.1,1,1
w24712.2,0,1
w24718.4,0,1
w24719.2,1,1
w24722.4,0,1
w24724.3,0,1
w24727.3,0,1
w24732.1,0,1
w24736.1,1,1
w24739.2,1,1
w24740.3,1,1
w24742.2,1,0
w24744.1,0,2
w24744.2,0,1
w24745.2,0,1
w24749.4,0,0
w24750.3,1,0
w24751.2,0,1
w24753.2,1,1
w24753.4,1,0
w24758.2,0,1
w24760.2,0,0
w24764.2,0,1
w24765.2,0,0
w24765.3,0,0
w24767.3,0,1
w24772.1,0,1
w24772.2,1,1
w24774.2,1,1
w24775.5,0,1
w24776.2,1,1
w24776.3,1,1
w24777.2,0,0
w24779.1,1,1
w24779.3,0,0
w24782.1,0,1
w24785.1,1,0
w24785.4,0,1
w24787.1,0,1
w24787.3,0,1
w24788.1,0,1
w24789.2,0,0
w24789.3,0,0
w24789.4,1,0
w24791.1,0,1
w24791.2,0,1
w24793.4,0,1
w24794.1,0,1
w24795.1,0,1
w24795.2,0,1
w24796.3,1,1
w24796.4,0,1
w24801.3,0,0
w24802.3,0,1
w24803.2,1,1
w24803.3,1,1
w24806.2,0,1
w24808.3,0,0
w24809.3,0,1
w24810.3,0,1
w24812.2,0,1
w24814.1,0,1
w24815.1,0,-1
w24818.2,-1,0
w24820.3,1,0
w24821.3,1,0
w24821.4,0,0
w24824.2,0,0
w24825.2,0,0
w24825.4,0,1
w24827.1,0,1
w24829.1,1,0
w24830.1,0,1
w24832.1,0,2
w24832.2,1,1
w24833.2,0,1
w24835.3,0,1
w24836.1,1,1
w24837.1,0,1
w24841.2,1,1
w24843.3,0,1
w24844.2,0,1
w24847.3,1,1
w24847.4,0,1
w24847.5,1,1
w24848.3,0,1
w24849.2,0,1
w24852.3,1,1
w24857.1,1,1
w24859.1,0,0
w24859.2,0,1
w24859.3,0,1
w24859.4,1,1
w24865.1,0,1
w24867.1,0,0
w24868.1,1,0
w24868.2,1,1
w24869.1,0,1
w24871.1,1,1
w24876.1,0,1
w24876.5,0,1
w24876.6,0,0
w24877.2,0,0
w24880.1,1,1
w24883.2,1,1
w24884.1,1,2
w24887.3,0,0
w24888.1,0,1
w24889.1,0,1
w24889.2,0,1
w24892.2,0,1
w24894.1,0,0
w24894.2,1,2
w24894.4,0,1
w24896.1,0,1
w24897.1,1,1
w24901.2,0,1
w24902.3,0,1
w24907.1,0,0
w24908.3,0,1
w24911.2,0,1
w24911.4,0,1
w24911.5,1,1
w24913.1,1,1
w24913.2,0,1
w24914.1,0,1
w24915.2,1,1
w24917.2,0,1
w24918.1,0,1
w24918.6,0,1
w24918.7,0,1
w24921.2,0,1
w24921.3,0,1
w24922.2,0,1
w24924.2,0,1
w24925.2,0,0
w24930.1,1,0
w24933.2,1,1
w24935.2,1,1
w24935.3,0,1
w24936.2,1,1
w24937.2,0,1
w24938.2,0,0
w24938.4,0,0
w24941.2,0,1
w24941.4,1,1
w24942.1,0,1
w24942.2,0,1
w24942.3,0,0
w24947.1,0,0
w24947.4,1,2
w24947.5,1,1
w24951.1,1,1
w24951.3,0,1
w24954.3,0,1
w24957.3,0,0
w24961.1,1,1
w24961.3,0,2
w24964.1,0,1
w24965.1,0,1
w24966.1,0,1
w24969.2,0,1
w24969.3,0,1
w24969.4,0,1
w24973.1,1,0
w24974.2,1,1
w24975.3,1,1
w24976.1,0,2
w24977.1,1,1
w24977.2,1,1
w24977.4,1,1
w24980.2,0,1
w24983.2,0,1
w24985.1,0,0
w24986.1,1,1
w24987.1,1,1
w24988.2,0,1
w24990.1,1,1
w24990.3,0,1
w24992.1,1,1
w24994.1,0,1
w24995.2,1,1
w24995.3,1,1
w24997.1,0,2
w24998.1,0,0
w25000.1,0,1
w25001.1,0,0
w25003.1,0,1
w25003.2,0,1
w25003.3,0,1
w25006.3,1,1
w25012.2,1,0
w25013.1,1,1
w25015.2,0,1
w25016.1,1,2
w25017.1,1,0
w25019.1,1,1
w25022.3,0,1
w25024.1,-1,0
w25026.1,1,1
w25026.2,1,1
w25028.2,1,1
w25029.1,1,1
w25030.2,0,1
w25032.1,0,1
w25032.2,1,1
w25033.2,0,1
w25034.2,1,1
w25034.3,1,2
w25036.1,0,1
w25038.1,1,1
w25040.1,0,1
w25040.2,0,0
w25041.2,0,0
w25042.1,0,1
w25044.1,0,1
w25044.2,0,1
w25045.1,0,1
w25046.2,0,1
w25050.1,1,1
w25051.2,1,1
w25055.1,0,1
w25056.1,0,0
w25056.3,0,0
w25058.2,0,1
w25059.2,1,1
w25059.3,1,1
w25060.1,0,1
w25062.1,0,0
w25063.2,0,1
w25063.3,1,1
w25065.2,0,1
w25067.1,0,1
w25067.2,0,1
w25067.3,1,1
w25070.1,1,1
w25070.2,0,1
w25072.4,1,1
w25077.2,0,1
w25080.1,0,1
w25081.3,0,1
w25082.2,1,1
w25082.3,0,1
w25083.1,0,2
w25083.4,1,1
w25084.3,0,1
w25085.2,1,0
w25088.2,1,0
w25092.2,0,0
w25096.1,0,1
w25097.3,0,1
w25098.4,-1,0
w25100.1,0,1
w25100.3,0,1
w25100.5,1,1
w25105.3,0,0
w25107.2,0,1
w25108.4,0,1
w25111.1,1,1
w25111.4,0,0
w25113.2,0,1
w25115.1,1,2
w25115.2,1,0
w25115.3,1,1
w25116.2,0,1
w25118.2,0,1
w25118.3,0,1
w25118.4,0,1
w25120.1,0,0
w25121.3,0,1
w25122.1,0,1
w25124.1,0,1
w25124.2,0,2
w25126.1,0,1
w25126.3,0,1
w25127.3,0,1
w25128.1,1,1
w25128.2,1,0
w25130.3,0,1
w25130.4,0,0
w25131.1,0,1
w25131.2,1,1
w25131.4,0,1
w25132.2,0,0
w25132.3,0,1
w25135.2,0,1
w25135.4,0,1
w25137.3,1,1
w25140.2,0,1
w25142.2,1,1
w25143.3,0,1
w25144.1,1,1
w25144.2,0,1
w25144.3,1,1
w25146.2,0,0
w25151.2,0,1
w25154.1,1,1
w25155.1,0,1
w25155.2,0,1
w25155.3,1,1
w25157.2,0,1
w25160.2,0,1
w25166.1,0,2
w25166.3,1,0
w25167.2,0,1
w25169.3,1,0
w25170.3,0,1
w25170.4,0,2
w25174.2,0,1
w25176.4,0,1
w25177.1,1,1
w25181.1,-1,0
w25181.4,1,0
w25183.1,1,1
w25184.3,0,1
w25186.2,1,1
w25193.1,1,1
w25195.3,1,1
w25195.5,0,0
w25199.3,0,0
w25201.2,0,1
w25202.3,1,0
w25203.1,0,1
w25203.2,0,1
w25203.3,1,1
w25204.2,0,1
w25207.1,0,1
w25208.3,1,1
w25210.1,1,1
w25214.3,0,1
w25218.3,0,0
w25219.2,0,1
w25219.3,1,1
w25221.2,0,1
w25224.2,0,1
w25224.4,0,1
w25226.4,1,1
w25227.2,0,1
w25227.3,0,1
w25227.4,0,1
w25230.3,0,1
w25230.4,0,1
w25231.2,1,1
w25232.1,1,1
w25232.4,1,1
w25232.5,-1,0
w25236.4,0,1
w25237.3,0,1
w25241.1,0,1
w25241.3,0,1
w25242.3,0,0
w25243.1,1,1
w25248.2,0,1
w25248.3,0,0
w25249.1,0,1
w25249.2,0,1
w25249.3,0,1
w25249.4,0,0
w25249.5,0,1
w25253.1,0,1
w25253.2,0,1
w25253.3,0,0
w25254.2,1,1
w25255.1,0,0
w25256.3,0,1
w25257.2,0,1
w25257.3,0,0
w25263.1,1,1
w25265.1,0,1
w25267.1,0,0
w25270.1,0,0
w25270.2,0,2
w25270.3,0,1
w25271.3,0,1
w25272.2,0,1
w25273.2,0,0
w25274.2,0,1
w25276.3,0,1
w25276.4,0,0
w25284.1,1,1
w25284.2,1,1
w25285.1,0,1
w25286.2,0,1
w25286.3,0,1
w25288.2,0,1
w25289.1,0,2
w25290.3,1,0
w25290.4,1,0
w25291.1,0,1
w25291.2,1,1
w25291.3,0,1
w25291.4,0,1
w25292.1,1,1
w25297.1,0,1
w25298.1,0,1
w25300.3,0,0
w25300.4,0,0
w25301.1,1,1
w25301.3,1,1
w25301.5,1,0
w25302.3,0,0
w25304.1,1,1
w25305.2,1,1
w25305.3,1,1
w25310.4,0,1
w25311.3,0,1
w25314.1,0,1
w25314.2,0,1
w25314.3,0,1
w25315.2,0,1
w25315.3,1,0
w25317.1,0,2
w25317.2,0,2
w25317.3,0,0
w25318.2,0,0
w25321.3,0,1
w25322.2,1,1
w25322.3,1,2
w25323.2,0,2
w25324.2,0,1
w25329.1,0,1
w25330.2,1,0
w25330.3,0,1
w25332.1,0,2
w25332.2,1,1
w25333.3,1,1
w25334.1,0,1
w25335.3,0,1
w25336.2,0,1
w25337.3,0,1
w25340.2,0,1
w25341.2,1,1
w25342.3,0,1
w25342.4,1,1
w25343.1,1,1
w25343.3,0,1
w25344.3,0,1
w25345.1,0,1
w25345.2,1,1
w25346.1,0,1
w25349.1,0,0
w25349.3,1,1
w25352.1,0,1
w25352.2,1,2
w25353.1,0,1
w25353.2,0,1
w25356.1,0,0
w25356.4,0,1
w25357.1,0,1
w25360.2,1,1
w25361.3,0,1
w25365.3,1,0
w25366.1,0,0
w25366.3,1,1
w25367.4,1,1
w25369.3,1,0
w25370.1,0,1
w25372.1,0,1
w25373.1,0,0
w25374.2,1,1
w25375.2,1,0
w25377.1,1,1
w25378.2,1,1
w25379.2,0,0
w25381.2,0,1
w25382.2,0,1
w25382.3,0,0
w25386.3,0,1
w25389.1,0,0
w25390.1,0,2
w25390.3,0,0
w25390.4,0,0
w25392.3,0,1
w25395.1,0,1
w25396.2,0,1
w25398.3,0,0
w25399.4,0,1
w25400.1,0,1
w25401.1,0,1
w25401.3,0,1
w25401.4,0,1
w25402.2,0,1
w25402.4,1,0
w25404.2,0,1
w25405.1,1,1
w25406.2,0,1
w25407.1,0,1
w25408.1,0,1
w25411.1,0,1
w25412.2,0,2
w25413.1,1,0
w25414.1,0,1
w25419.1,0,1
w25419.4,1,1
w25420.2,0,1
w25421.1,0,2
w25421.2,0,1
w25423.2,0,0
w25423.3,1,0
w25427.1,0,0
w25428.3,1,1
w25429.1,1,1
w25429.2,1,1
w25430.1,1,1
w25432.1,0,0
w25432.2,1,0
w25434.3,0,1
w25434.4,0,2
w25437.2,0,1
w25437.3,0,0
w25437.5,1,0
w25441.4,0,1
w25442.3,0,1
w25444.1,0,1
w25449.1,0,1
w25451.1,0,1
w25451.2,1,0
w25456.1,0,1
w25456.3,0,1
w25457.2,0,1
w25458.1,0,1
w25458.3,0,1
w25461.2,0,1
w25468.1,1,1
w25468.3,0,1
w25474.1,0,0
w25474.3,0,1
w25475.2,1,1
w25475.3,0,1
w25475.4,1,0
w25478.2,1,1
w25481.2,0,0
w25484.1,0,1
w25485.3,0,0
w25486.1,1,1
w25490.1,0,1
w25491.2,1,1
w25491.3,1,1
w25491.4,0,1
w25494.1,1,1
w25494.4,0,1
w25495.1,0,1
w25496.3,1,1
w25498.2,0,1
w25499.2,1,1
w25499.3,0,1
w25499.5,1,2
w25500.1,0,2
w25501.2,0,0
w25502.1,0,1
w25503.1,0,1
w25503.2,0,1
w25505.3,0,1
w25507.2,0,1
w25508.1,0,1
w25510.2,0,1
w25513.1,0,1
w25513.3,1,1
w25514.2,0,1
w25514.4,1,1
w25515.3,1,1
w25517.1,0,2
w25517.3,0,0
w25518.1,1,1
w25522.1,0,1
w25523.1,0,1
w25523.2,0,1
w25524.1,0,1
w25524.4,1,1
w25525.1,0,1
w25526.3,1,1
w25528.2,1,1
w25530.1,0,1
w25530.2,0,1
w25530.4,0,1
w25530.5,0,1
w25532.1,0,1
w25532.4,0,1
w25533.2,0,1
w25534.3,0,1
w25535.2,1,1
w25539.1,0,0
w25541.2,0,1
w25541.5,1,1
w25543.3,1,0
w25544.2,0,1
w25546.2,0,1
w25549.1,1,1
w25550.1,0,1
w25551.2,0,0
w25552.2,0,2
w25552.3,1,0
w25553.3,0,1
w25553.4,1,0
w25554.1,0,1
w25555.3,1,1
w25556.3,0,1
w25561.1,0,1
w25562.2,0,1
w25564.1,1,1
w25565.3,0,0
w25565.4,1,1
w25567.2,0,1
w25567.3,0,1
w25568.2,0,1
w25568.4,1,1
w25570.2,0,1
w25570.3,0,1
w25570.5,0,1
w25574.1,0,1
w25574.4,0,1
w25576.3,0,1
w25580.1,0,1
w25583.2,0,1
w25584.2,1,0
w25584.3,1,0
w25586.2,1,1
w25587.1,0,1
w25587.2,1,1
w25587.3,0,0
w25589.3,1,1
w25590.5,0,1
w25592.1,0,0
w25595.1,0,0
w25595.2,0,0
w25595.4,0,0
w25596.3,0,0
w25597.1,0,1
w25599.2,0,1
w25602.2,0,1
w25602.3,1,0
w25603.1,0,0
w25606.1,0,1
w25607.1,0,1
w25610.1,0,1
w25610.5,0,1
w25610.7,0,1
w25611.2,0,0
w25612.4,0,1
w25615.1,0,1
w25615.3,0,1
w25615.4,1,1
w25623.2,0,2
w25623.3,0,0
w25624.3,0,1
w25627.1,1,1
w25627.2,0,1
w25628.1,1,0
w25629.3,1,1
w25633.1,0,2
w25633.3,1,1
w25635.1,1,1
w25635.3,0,1
w25635.4,-1,0
w25636.2,0,1
w25637.4,0,1
w25638.3,0,1
w25641.3,0,1
w25642.3,0,0
w25643.2,0,0
w25643.3,0,1
w25645.1,1,1
w25646.4,1,0
w25647.3,0,1
w25648.2,1,1
w25648.4,0,1
w25651.2,0,0
w25652.4,0,1
w25654.1,0,1
w25654.2,0,1
w25654.3,0,0
w25656.2,1,1
w25657.3,1,1
w25657.4,0,0
w25657.5,0,1
w25658.2,0,0
w25659.3,0,1
w25660.2,-1,0
w25663.2,0,1
w25665.1,0,0
w25665.2,0,1
w25665.3,0,0
w25666.2,0,1
w25669.2,0,1
w25673.3,1,1
w25674.2,1,1
w25675.4,0,0
w25676.1,0,1
w25676.2,0,1
w25676.3,0,1
w25677.2,1,0
w25679.1,0,1
w25681.1,0,0
w25681.2,0,0
w25683.2,0,2
w25686.2,0,1
w25689.3,0,0
w25690.4,0,1
w25692.2,0,1
w25693.2,1,1
w25695.4,0,1
w25697.3,1,1
w25702.2,0,1
w25702.3,0,1
w25703.1,0,1
w25704.2,1,1
w25704.3,0,1
w25704.4,0,1
w25706.2,0,1
w25706.3,-1,0
w25709.1,0,1
w25709.3,0,0
w25713.2,0,2
w25713.3,0,1
w25715.2,0,1
w25717.4,0,0
w25718.2,0,1
w25718.3,0,0
w25718.4,0,1
w25720.1,0,1
w25723.1,1,1
w25723.3,1,1
w25724.2,0,0
w25726.1,0,1
w25727.3,0,1
w25729.2,1,1
w25729.4,1,0
w25731.1,1,1
w25731.3,1,1
w25732.1,0,1
w25732.3,0,1
w25733.4,0,1
w25734.2,0,0
w25735.1,1,1
w25735.3,0,1
w25736.1,1,1
w25736.3,0,0
w25736.4,1,0
w25739.2,0,2
w25740.3,1,1
w25745.1,1,1
w25746.1,1,1
w25746.3,0,1
w25753.3,1,1
w25754.2,-1,0
w25754.3,0,0
w25759.3,1,1
w25760.5,0,1
w25761.1,0,1
w25761.3,1,1
w25763.1,1,1
w25766.1,0,1
w25770.4,1,1
w25770.6,0,1
w25770.8,0,1
w25771.1,0,1
w25771.2,0,0
w25775.1,1,1
w25775.3,0,1
w25776.2,0,1
w25777.1,0,0
w25779.2,0,1
w25782.2,0,2
w25783.1,0,0
w25783.2,1,0
w25784.4,1,1
w25785.1,1,0
w25785.3,0,1
w25785.6,0,1
w25785.7,0,1
w25785.9,1,1
w25787.1,1,1
w25787.2,0,1
w25787.3,0,1
w25789.1,1,1
w25791.2,0,1
w25791.3,1,1
w25793.3,0,1
w25795.1,0,0
w25795.4,0,0
w25796.2,1,1
w25797.2,0,1
w25798.3,0,1
w25798.4,1,1
w25800.1,0,1
w25800.2,1,1
w25805.4,1,0
w25807.1,0,0
w25808.1,0,1
w25810.1,0,1
w25812.1,1,1
w25812.3,0,1
w25813.2,0,1
w25814.2,0,1
w25814.3,1,2
w25815.4,0,1
w25818.1,0,1
w25818.4,1,1
w25818.6,0,0
w25819.2,0,0
w25819.4,0,1
w25821.2,0,1
w25822.1,0,1
w25823.3,1,2
w25827.2,0,0
w25832.4,1,1
w25832.5,0,1
w25834.2,0,1
w25837.1,0,1
w25837.2,0,1
w25837.3,0,1
w25837.4,0,1
w25837.5,1,0
w25838.1,1,0
w25840.3,0,2
w25843.2,0,1
w25844.2,1,1
w25844.4,0,1
w25846.1,1,0
w25847.3,1,1
w25848.1,1,0
w25849.1,0,1
w25853.2,1,1
w25855.2,0,1
w25856.1,0,1
w25857.1,0,1
w25857.3,0,1
w25859.2,0,1
w25861.1,0,1
w25861.2,1,1
w25869.2,0,1
w25871.3,0,1
w25872.2,0,0
w25873.3,1,0
w25878.1,0,0
w25878.2,0,1
w25881.1,1,1
w25881.2,1,1
w25881.3,0,1
w25882.2,1,0
w25884.1,1,0
w25884.4,0,1
w25884.5,0,1
w25885.2,0,0
w25887.1,0,1
w25887.3,0,2
w25888.1,0,1
w25892.1,0,1
w25893.3,0,0
w25895.1,0,2
w25898.2,0,1
w25899.1,0,1
w25900.3,0,1
w25901.2,0,0
w25901.4,0,0
w25901.5,-1,0
w25904.1,0,1
w25906.2,0,1
w25907.2,1,1
w25907.4,1,1
w25913.2,1,1
w25914.2,0,1
w25917.3,0,1
w25919.1,0,1
w25920.2,0,1
w25920.4,0,1
w25921.1,0,1
w25926.2,0,0
w25929.2,0,1
w25929.4,0,1
w25931.2,0,0
w25935.3,1,1
w25935.4,0,1
w25937.3,0,1
w25937.5,0,1
w25940.4,1,1
w25941.4,0,1
w25944.1,1,1
w25944.2,0,1
w25946.1,0,2
w25946.2,1,1
w25946.3,0,1
w25949.2,0,1
w25949.4,1,1
w25950.1,1,1
w25951.1,0,1
w25953.3,0,1
w25954.3,0,2
w25956.1,0,1
w25956.5,0,1
w25958.2,0,1
w25960.2,0,1
w25960.3,0,1
w25961.1,0,1
w25965.1,0,1
w25965.3,0,2
w25967.2,1,0
w25969.1,0,1
w25969.3,0,1
w25969.4,0,1
w25969.5,0,1
w25969.6,1,1
w25969.7,0,0
w25971.1,1,1
w25971.3,-1,0
w25971.4,0,1
w25971.5,1,1
w25971.6,0,1
w25971.7,0,0
w25971.9,1,0
w25971.11,1,1
w25971.13,1,0
w25972.2,0,0
w25972.3,0,0
w25974.4,1,1
w25976.3,1,0
w25979.4,0,1
w25981.1,0,0
w25981.2,1,0
w25981.5,0,1
w25982.1,0,1
w25983.2,0,1
w25984.1,1,1
w25985.1,0,1
w25985.2,0,1
w25988.1,0,1
w25989.3,0,1
w25990.1,0,1
w25992.1,0,1
w25993.2,0,1
w25994.1,0,0
w25994.2,0,1
w25994.6,0,1
w25995.2,0,2
w25996.2,0,1
w25999.2,0,1
w26003.3,0,1
w26003.5,0,1
w26005.3,0,1
w26008.1,1,0
w26009.1,1,1
w26015.1,0,0
w26019.1,0,1
w26022.3,0,1
w26023.3,0,1
w26026.2,0,1
w26029.3,0,1
w26030.1,1,1
w26030.2,1,1
w26030.4,1,0
w26030.5,0,1
w26031.1,0,0
w26033.1,0,0
w26033.3,0,1
w26033.5,0,1
w26035.3,0,1
w26037.3,0,2
w26043.1,0,1
w26043.2,0,1
w26043.3,1,1
w26045.1,0,1
w26045.2,0,0
w26045.3,0,2
w26046.1,0,1
w26048.1,1,1
w26048.2,0,1
w26048.3,1,1
w26050.3,0,1
w26051.3,1,1
w26052.2,1,1
w26052.3,0,1
w26052.4,1,1
w26054.2,0,1
w26054.3,1,0
w26054.4,1,1
w26055.3,0,1
w26062.3,0,1
w26062.4,0,0
w26063.3,0,1
w26063.4,0,1
w26065.1,1,0
w26066.2,0,0
w26066.3,1,1
w26069.3,0,1
w26076.3,0,1
w26079.2,1,0
w26080.2,0,1
w26081.2,0,1
w26088.2,0,1
w26088.4,0,1
w26092.1,0,1
w26094.1,0,1
w26094.3,1,1
w26096.3,0,1
w26098.1,0,1
w26099.1,1,1
w26100.1,1,0
w26100.2,1,1
w26100.3,0,0
w26100.4,0,0
w26100.6,0,0
w26100.7,1,0
w26100.8,0,0
w26100.9,0,0
w26102.3,0,1
w26103.1,0,1
w26107.1,0,2
w26107.2,1,1
w26107.3,1,1
w26107.5,0,1
w26110.2,0,1
w26110.5,1,1
w26112.2,1,1
w26112.3,1,1
w26112.4,0,1
w26113.2,0,1
w26114.2,0,1
w26114.3,0,1
w26115.1,0,1
w26117.2,0,0
w26117.5,1,0
w26118.1,0,0
w26121.1,0,1
w26122.3,1,1
w26122.4,0,0
w26123.2,0,0
w26126.4,0,0
w26128.2,0,1
w26129.2,0,0
w26132.2,0,1
w26133.1,1,1
w26133.2,0,1
w26133.3,1,0
w26133.4,1,1
w26135.1,1,0
w26136.2,1,1
w26137.3,0,1
w26138.3,0,1
w26139.1,0,1
w26139.4,1,1
w26144.1,0,1
w26146.1,0,1
w26148.1,0,0
w26148.3,-1,0
w26150.2,0,0
w26150.3,1,0
w26152.1,0,1
w26152.2,0,1
w26153.1,0,1
w26153.2,0,1
w26155.3,1,1
w26156.1,0,1
w26156.2,0,1
w26156.4,0,1
w26157.5,0,2
w26158.2,1,2
w26158.5,1,1
w26158.6,1,0
w26159.2,0,1
w26160.1,0,2
w26160.3,0,1
w26162.1,1,1
w26162.5,1,0
w26164.6,1,1
w26165.1,0,0
w26166.1,0,1
w26166.2,1,1
w26167.1,0,0
w26167.2,0,0
w26167.5,0,1
w26167.6,0,1
w26168.2,0,1
w26170.1,0,1
w26170.2,0,1
w26170.4,0,1
w26171.3,0,1
w26173.3,0,1
w26173.5,1,2
w26176.1,0,1
w26177.2,0,1
w26177.3,0,1
w26178.1,1,1
w26178.3,1,0
w26178.4,0,0
w26178.5,1,1
w26179.1,1,2
w26182.2,1,0
w26183.1,0,1
w26183.3,0,1
w26186.3,1,0
w26187.1,0,1
w26187.2,0,1
w26188.2,1,0
w26189.1,0,1
w26189.3,0,1
w26189.4,0,1
w26189.5,0,1
w26189.6,1,1
w26189.7,0,1
w26190.1,1,1
w26191.1,1,1
w26191.6,1,1
w26195.1,1,1
w26198.2,0,1
w26199.4,0,1
w26199.5,0,1
w26199.6,1,1
w26199.7,1,1
w26199.8,0,1
w26200.2,0,1
w26201.1,0,1
w26202.1,0,1
w26202.2,0,1
w26204.3,1,1
w26205.4,0,1
w26206.2,1,0
w26210.1,0,1
w26210.2,0,1
w26210.4,0,0
w26215.1,0,0
w26215.3,0,0
w26217.1,0,2
w26218.3,0,1
w26218.4,0,1
w26218.5,0,1
w26218.6,1,1
w26219.2,0,1
w26223.3,0,1
w26223.4,0,2
w26225.2,0,1
w26227.1,0,1
w26227.2,0,1
w26228.2,1,1
w26232.1,0,1
w26234.1,0,1
w26235.1,0,1
w26236.1,0,1
w26238.2,0,0
w26239.3,0,0
w26241.4,0,1
w26242.1,1,1
w26244.1,0,2
w26244.3,0,1
w26245.1,0,1
w26246.1,0,1
w26246.3,0,1
w26247.2,1,0
w26248.3,0,1
w26248.4,0,0
w26250.2,0,1
w26250.3,0,1
w26252.3,1,1
w26253.1,0,1
w26253.3,1,1
w26253.4,0,1
w26253.5,1,0
w26254.1,0,1
w26255.2,0,0
w26267.2,0,1
w26271.2,1,1
w26271.3,0,1
w26272.3,1,0
w26273.1,0,1
w26275.1,1,1
w26275.2,0,1
w26276.2,0,1
w26279.3,0,1
w26281.3,0,1
w26283.2,1,2
w26283.3,1,0
w26284.2,1,1
w26284.5,0,1
w26286.2,0,1
w26288.1,1,1
w26289.6,0,0
w26291.2,0,1
w26291.3,0,1
w26292.4,0,1
w26293.4,0,1
w26294.1,1,1
w26299.3,0,1
w26300.2,0,2
w26302.3,0,1
w26303.2,1,1
w26306.3,0,0
w26307.1,0,1
w26308.3,0,1
w26310.2,0,1
w26311.3,1,1
w26313.3,0,2
w26315.1,0,1
w26320.2,1,0
w26324.1,1,1
w26327.3,0,1
w26329.1,0,1
w26331.2,0,1
w26331.3,0,1
w26332.1,0,1
w26336.3,1,0
w26338.1,0,1
w26340.1,0,1
w26340.3,1,1
w26348.1,1,1
w26349.2,0,1
w26350.1,0,1
w26351.3,0,0
w26354.3,0,1
w26355.1,1,1
w26355.3,1,0
w26355.4,1,1
w26357.1,0,1
w26358.1,0,1
w26359.1,0,1
w26359.3,0,1
w26360.1,1,1
w26360.2,1,1
w26362.2,1,1
w26363.2,0,1
w26364.3,0,0
w26366.1,1,1
w26368.1,0,1
w26371.1,0,1
w26373.1,0,1
w26373.2,1,1
w26374.3,0,1
w26376.1,0,1
w26377.1,0,1
w26378.1,0,0
w26379.1,1,1
w26379.3,0,1
w26380.1,0,1
w26383.1,0,1
w26385.2,0,0
w26388.1,1,1
w26388.2,0,1
w26390.3,0,1
w26394.1,0,0
w26395.1,1,1
w26395.3,0,0
w26396.4,1,1
w26398.1,0,1
w26398.3,0,1
w26398.4,1,0
w26400.1,0,0
w26401.3,0,1
w26402.3,0,1
w26403.1,0,1
w26403.3,1,1
w26406.1,0,1
w26407.1,1,1
w26408.1,1,1
w26412.3,0,1
w26416.1,1,1
w26416.4,1,1
w26417.1,0,1
w26417.2,0,1
w26417.3,0,1
w26418.3,0,1
w26419.1,0,1
w26419.3,0,0
w26419.4,0,1
w26419.5,0,1
w26420.1,1,1
w26421.2,0,1
w26422.1,0,1
w26425.3,0,0
w26426.3,0,1
w26429.2,0,1
w26433.2,0,0
w26433.3,0,1
w26438.1,0,1
w26439.1,0,1
w26439.2,0,1
w26442.2,1,1
w26444.2,1,1
w26445.1,1,1
w26446.1,0,1
w26446.2,0,0
w26447.2,1,0
w26452.1,0,1
w26454.3,0,1
w26459.2,0,1
w26459.3,0,1
w26460.3,1,0
w26461.2,0,1
